date,open,high,low,close,close_raw,volume
1989-10-04,2.46875,2.546875,2.4375,1.5454659461975098,2.5,20636000.0
1989-10-05,2.515625,2.625,2.5,1.5937618017196655,2.578125,6453600.0
1989-10-06,2.59375,2.625,2.546875,1.5744439363479614,2.546875,2755200.0
1989-10-09,2.546875,2.546875,2.5,1.5744439363479614,2.546875,1084000.0
1989-10-10,2.5625,2.5625,2.5,1.5647846460342407,2.53125,1493600.0
1989-10-11,2.5,2.515625,2.46875,1.555125713348389,2.515625,1260000.0
1989-10-12,2.515625,2.546875,2.515625,1.5647846460342407,2.53125,602400.0
1989-10-13,2.53125,2.53125,2.46875,1.535807490348816,2.484375,3970400.0
1989-10-16,2.375,2.46875,2.375,1.5261478424072266,2.46875,3924800.0
1989-10-17,2.4375,2.5,2.4375,1.5454659461975098,2.5,1843200.0
1989-10-18,2.5,2.5625,2.484375,1.5744439363479614,2.546875,1128000.0
1989-10-19,2.53125,2.546875,2.53125,1.5744439363479614,2.546875,1040000.0
1989-10-20,2.53125,2.53125,2.515625,1.5647846460342407,2.53125,237600.0
1989-10-23,2.546875,2.5625,2.546875,1.5744439363479614,2.546875,87200.0
1989-10-24,2.546875,2.5625,2.53125,1.5841035842895508,2.5625,689600.0
1989-10-25,2.546875,2.578125,2.515625,1.5744439363479614,2.546875,608000.0
1989-10-26,2.546875,2.5625,2.546875,1.5744439363479614,2.546875,228800.0
1989-10-27,2.546875,2.546875,2.5,1.555125713348389,2.515625,456000.0
1989-10-30,2.515625,2.515625,2.5,1.5454659461975098,2.5,250400.0
1989-10-31,2.5,2.515625,2.5,1.5454659461975098,2.5,424800.0
1989-11-01,2.515625,2.5625,2.515625,1.5841035842895508,2.5625,715200.0
1989-11-02,2.59375,2.640625,2.59375,1.6323992013931274,2.640625,130400.0
1989-11-03,2.625,2.75,2.625,1.690354347229004,2.734375,1118400.0
1989-11-06,2.71875,2.71875,2.578125,1.5937618017196655,2.578125,264800.0
